LAT,LON,Label
-25.727424420514193,28.445662203922932,True
-25.57496088613572,28.04323035897304,True
-25.79907872140471,28.02734619437813,True
-25.734552889089134,28.392617281247702,True
-25.786588744959264,28.023288838157175,True
-25.972919390070572,28.20878528695353,True
-25.785809399828736,28.027726221678968,True
-25.793276327442587,28.034943133454263,True
-25.725012477720504,28.42698587041956,True
-25.796107800234417,28.039465556818516,True
-25.792887939472195,28.036452259581,True
-25.692186249511742,28.40685216794192,True
-25.77488582929148,28.031823997887805,True
-25.589216087582564,28.031285298877595,True
-25.79205572172021,28.034244333356952,True
-25.929238255433415,28.017985087715036,True
-25.788773606633384,28.05996215659237,True
-25.789141223027986,28.05064683737299,True
-25.771158867746035,28.03478327712907,True
-25.77175371946275,28.039573854054993,True
-25.689684440353,28.39110497559163,True
-25.531518215920485,28.044639738687472,True
-25.742437856862573,28.423962803708985,True
-25.745564804974048,28.416201354714765,True
-25.60347057293024,28.07343133633836,True
-25.74203752005612,28.426453867608345,True
-25.786566079371184,28.023197504321182,True
-25.7828492491912,28.02885710964904,True
-25.726073115991383,28.117468233059626,True
-25.793162448096545,28.01988611068978,True
-25.569053900587313,28.03609568992163,True
-25.592580155023924,28.03415201242734,True
-25.929912614624907,28.020278647178625,True
-25.930245251200216,28.014171564434463,True
-25.97640802272682,28.217633952095603,True
-25.58408008721412,28.041735373487292,True
-25.72731899593823,28.413752088214437,True
-25.97031056806742,28.200283988815634,True
-25.796369941209594,28.02489517036655,True
-25.701747585864386,28.425304103656078,True
-25.847086572940576,28.091059043319603,True
-25.578408579329793,28.034159271217533,True
-25.789155765003727,28.07335555222782,True
-25.79152783772099,28.042709411679144,True
-25.748783217754042,28.42142277941549,True
-25.786397217555262,28.029998051959378,True
-25.78717378704723,28.020510031173366,True
-25.567953316429954,28.03037690949727,True
-25.727111146971325,28.43058934020266,True
-25.579569666244883,28.032232429229968,True
-25.733782378721234,28.39116138587702,True
-25.688793396875877,28.386861999745467,True
-25.787664362954445,28.075184299149583,True
-25.566138160453193,28.03421261319681,True
-25.534637211883112,28.037734091608428,True
-25.583542307017886,28.027944918541504,True
-25.589811181510193,28.02743499152695,True
-25.699205289770404,28.39538938829475,True
-25.737656681453878,28.42177912029025,True
-25.928118020517353,28.014070269031432,True
-25.845389028681407,28.095539565368206,True
-25.785334164922922,28.02651254291752,True
-25.795374216457855,28.038210288872207,True
-25.771953643338605,28.043349334455772,True
-25.57497420460434,28.04440257395552,True
-25.984547792420862,28.212399386378834,True
-25.723428061919513,28.415050478981083,True
-25.69980300523567,28.42845169330381,True
-25.787998476520023,28.030153709105914,True
-25.789843221194584,28.034778392519105,True
-25.591127806419106,28.06250768314479,True
-25.927144086306367,28.254708117700932,True
-25.68988688369364,28.383816728454477,True
-25.746427125011806,28.439718080605697,True
-25.782546883304363,28.06623740288721,True
-25.743551705836627,28.424036460072756,True
-25.594889502234945,28.074248286402828,True
-25.5668840022511,28.031376916952365,True
-25.731012983247446,28.399013909809565,True
-25.734543843258056,28.41549901885459,True
-25.694356805142526,28.391509224665374,True
-25.596385590643045,28.03016405181675,True
-25.734261580452824,28.41990803473133,True
-25.561025863525096,28.03500620840062,True
-25.579345119841015,28.032108944649636,True
-25.7257814925528,28.109336625463637,True
-25.737340435236188,28.4294944188,True
-25.7230433951689,28.112249982821982,True
-25.60193644053109,28.07520218108682,True
-25.701012539134865,28.394461553811837,True
-25.585312730484077,28.032726235510705,True
-25.79351927050725,28.022663694715565,True
-25.776858688300866,28.031485400167725,True
-25.581305261372513,28.035854428990696,True
-25.58662250806938,28.037096480053176,True
-25.601092344504476,28.06062751395749,True
-25.785766718629095,28.056603634019368,True
-25.585476624760176,28.023067550687806,True
-25.587650976924238,28.03919857934349,True
-25.793778998036583,28.069269235521016,True
-25.790505743832817,28.04481073945833,True
-25.787020606143066,28.021129299068726,True
-25.785809032018232,28.054482909789844,True
-25.847682041068744,28.09544374936469,True
-25.724105951167886,28.406731610992814,True
-25.714556137106058,28.409015349269964,True
-25.72757390307045,28.431290456003747,True
-25.713626292678136,28.427831806479205,True
-25.7958985885816,28.020512655881625,True
-25.773408689337277,28.036505253658135,True
-25.59660986832769,28.078070722355626,True
-25.589718306437856,28.03187845854512,True
-25.78339854119206,28.063110270270982,True
-25.536859107739016,28.04055674433836,True
-25.709753053846015,28.43493774478228,True
-25.58282019955053,28.02557656473435,True
-25.73032665068075,28.41464320394195,True
-25.740865167392506,28.42187755729674,True
-25.58650767804519,28.00490101960534,True
-25.698812858434327,28.426042512748023,True
-25.967884985327014,28.20082842640689,True
-25.792354745590803,28.03463957499632,True
-25.729968330600872,28.446338243341152,True
-25.53546322002076,28.03792844307586,True
-25.730648371503545,28.41365179275487,True
-25.59079210357815,28.07367574844774,True
-25.56227670297338,28.036582901794073,True
-25.728691724163546,28.364387861846613,True
-25.788839709392626,28.032119528359367,True
-25.728144666417748,28.428798326201523,True
-25.58091564267991,28.036771462461854,True
-25.69942552195244,28.39006363500824,True
-25.588394023345906,28.03579778455015,True
